Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations
879412,30-Jun-17,New York,Bronx,1650 Grand Concourse,1,6,1,0,0,N/A
877295,27-Jun-17,Illinois,Chicago,200 block of S Lotus,0,5,0,0,0,N/A
876010,25-Jun-17,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,0,0,0,N/A
875886,25-Jun-17,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,0,0,0,N/A
874613,24-Jun-17,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,0,0,0,N/A
875322,24-Jun-17,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,0,0,0,N/A
876076,24-Jun-17,New Jersey,Willingboro,Pastoral Lane,0,4,0,0,0,N/A
873847,22-Jun-17,Georgia,Atlanta,1100 block of Osborne Street,1,6,0,0,0,N/A
870095,18-Jun-17,Missouri,Saint Louis,1900 block of N 14th St,2,2,1,0,0,N/A
870222,18-Jun-17,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,0,0,0,N/A
869877,18-Jun-17,Illinois,Chicago,3300 block of W Crystal St,0,4,0,0,0,N/A
869968,18-Jun-17,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,6,0,1,1,N/A
869838,17-Jun-17,Illinois,Chicago,50 block of N Latrobe Ave,0,4,0,0,0,N/A
869357,17-Jun-17,Ohio,Columbus,6252 Busch Blvd,1,4,0,0,0,N/A
868042,15-Jun-17,Virginia,Richmond,4053 Old Brook Road,1,3,0,0,1,N/A
868363,15-Jun-17,New Mexico,La Madera,491 NM-111,5,0,0,0,1,N/A
866739,14-Jun-17,Virginia,Alexandria,420 E Monroe Ave,0,5,1,0,0,N/A
868147,14-Jun-17,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,0,0,0,N/A
866933,14-Jun-17,California,San Francisco,720 San Bruno,3,2,1,0,0,N/A
866412,13-Jun-17,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,0,0,0,N/A
866448,13-Jun-17,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,0,0,0,N/A
869474,13-Jun-17,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,0,0,0,N/A
864743,11-Jun-17,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,0,0,0,N/A
864852,11-Jun-17,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,0,0,0,N/A
865371,11-Jun-17,Texas,Houston,505 Cypress Station Dr,0,4,0,0,0,N/A
865186,10-Jun-17,Tennessee,Memphis,571 East Street,0,4,0,0,0,N/A
864370,9-Jun-17,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,0,0,0,N/A
863075,8-Jun-17,Louisiana,New Orleans,3650 Franklin Ave,0,6,0,0,0,N/A
861307,6-Jun-17,Utah,Sandy,2232 Alta Canyon Drive,2,2,1,0,0,N/A
859875,5-Jun-17,Florida,Orlando,2427 Forsyth Rd,5,0,1,0,0,N/A
858810,3-Jun-17,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,0,0,1,N/A
858719,3-Jun-17,Louisiana,New Orleans,3717 Tulane Ave,3,2,0,0,0,N/A
858877,2-Jun-17,California,Los Angeles,89th St and Broadway,1,3,0,0,0,N/A
857443,1-Jun-17,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,0,0,1,N/A
855764,30-May-17,Ohio,Middletown,1200 Elliott Dr,1,3,0,0,1,N/A
855113,29-May-17,Kentucky,Louisville,231 Witherspoon St,1,3,0,0,0,N/A
853901,28-May-17,Alabama,Phenix City,100 block of 6th Street South,0,12,0,0,0,N/A
853796,28-May-17,New Jersey,Paterson,86 Main Street,1,5,0,0,0,N/A
853920,28-May-17,Mississippi,Moss Point,6103 Hwy. 63,0,5,0,0,1,N/A
853032,27-May-17,New York,New York (Manhattan),318 W 14th St,0,4,0,0,1,N/A
853756,27-May-17,Mississippi,Bogue Chitto,2871 Lee Dr,8,0,0,1,1,N/A
853119,27-May-17,District of Columbia,Washington,100 block of Q St NW,1,7,0,0,0,N/A
852676,26-May-17,Florida,Miami,2730 NW 167th St,0,4,0,0,0,N/A
848680,21-May-17,Iowa,Des Moines,4300 Beaver Dr,1,3,0,0,0,N/A
849215,21-May-17,Arizona,Mesa,441 N Val Vista Dr,0,4,0,0,0,N/A
848292,20-May-17,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,0,0,2,N/A
845364,16-May-17,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,0,0,1,N/A
843078,14-May-17,Arkansas,Jonesboro,311 S Main St,1,6,0,0,2,N/A
843045,14-May-17,Illinois,Dolton,14112 Chicago Road,0,4,0,1,0,N/A
843172,14-May-17,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,0,0,0,N/A
843590,14-May-17,Texas,Fort Worth,8600 block of Calmont Ave,0,4,0,0,0,N/A
840339,10-May-17,New Jersey,Trenton,300 block of Centre St,1,3,0,0,1,N/A
839846,9-May-17,Kansas,Kansas City,1900 block of S. Boeke,3,1,0,0,1,N/A
838272,7-May-17,Illinois,Chicago,2600 block of 46th Pl,2,8,0,0,0,N/A
835961,4-May-17,Michigan,Flint,600 block of Copeman Boulevard,1,3,0,0,1,N/A
834832,2-May-17,Florida,Jacksonville,1566 West 24th Street,1,3,0,0,0,N/A
833152,1-May-17,Texas,Dallas,3200 block of Reynolds Ave,1,3,1,0,0,N/A
832679,30-Apr-17,California,San Diego,9080 Judicial Dr,1,6,1,0,0,N/A
832528,30-Apr-17,Kansas,Topeka,4104 SW 28th,3,1,1,0,0,N/A
833128,30-Apr-17,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,0,0,0,N/A
832309,30-Apr-17,South Carolina,Loris,268 N Sea Green Rd,1,5,0,0,2,N/A
835459,29-Apr-17,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,0,0,0,N/A
831800,29-Apr-17,California,Whittier,10000 block of Carmentia Rd,1,3,0,2,2,N/A
832290,29-Apr-17,California,Sacramento,3800 block of 26th Avenue,0,5,0,0,0,N/A
831667,29-Apr-17,Maryland,Germantown,12839 Kitchen House Way,1,3,0,0,2,N/A
834788,29-Apr-17,California,Compton,2000 Block of N Nestor Ave,0,4,0,0,0,N/A
832063,29-Apr-17,Virginia,Virginia Beach,200 block of 18th St,0,4,0,0,0,N/A
831201,28-Apr-17,Pennsylvania,Chester,5 E 21st St,0,4,0,0,0,N/A
830984,27-Apr-17,New Jersey,Newark,1100 block of S Orange Ave,1,3,0,0,0,N/A
829073,26-Apr-17,Florida,Miami,SW 264th St and 139th Ave,0,4,0,0,2,N/A
825694,21-Apr-17,Florida,Palm Bay,2500 block of Vernon Dr,2,2,0,0,1,N/A
825111,20-Apr-17,Kentucky,Louisville,700 block of East Jacob Street,0,4,0,0,0,N/A
821667,16-Apr-17,California,Vallejo,110 Calhoun Street,0,4,0,0,0,N/A
821723,16-Apr-17,North Carolina,Elizabeth City,611 S Martin St,0,4,0,0,0,N/A
821371,16-Apr-17,Ohio,Columbus,1710 Cleveland Av,0,9,0,0,0,N/A
821640,15-Apr-17,Illinois,Rock Falls,311 W  2nd St,0,4,0,0,1,N/A
821055,15-Apr-17,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,0,0,0,N/A
820565,15-Apr-17,Indiana,Indianapolis,300 block of S Meridian St,0,4,0,0,1,N/A
821400,15-Apr-17,Alabama,Birmingham,1480 Center Point Pkwy,0,6,0,0,1,N/A
821651,15-Apr-17,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,0,0,0,N/A
822750,15-Apr-17,California,Banning,900 block of N Allen St,0,4,0,0,0,N/A
818932,13-Apr-17,Georgia,Atlanta,30 Anderson Ave SW,1,3,0,0,1,N/A
815227,9-Apr-17,Texas,San Antonio,4000 block of Moss Spring Dr,1,3,0,0,0,N/A
815246,9-Apr-17,Indiana,Fort Wayne,9439 Lima Rd,1,3,0,0,1,N/A
813877,7-Apr-17,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,0,0,2,N/A
813943,7-Apr-17,Minnesota,Saint Paul,1600 block of English St,3,1,1,0,1,N/A
814094,7-Apr-17,Illinois,Chicago,5600 block of W Lake St,1,5,0,0,0,N/A
813821,7-Apr-17,Texas,Houston,3829 Mount Pleasant St,4,0,1,0,0,N/A
813028,6-Apr-17,Louisiana,Lake Charles,2000 block of Tulip St,1,3,0,0,4,N/A
810756,3-Apr-17,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,0,0,0,N/A
811089,3-Apr-17,Texas,Lubbock,5401 Ave Q,0,7,0,0,1,N/A
809978,2-Apr-17,Illinois,Chicago,3500 block of W Van Buren St,2,4,0,0,0,N/A
809683,2-Apr-17,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,0,0,0,N/A
809815,1-Apr-17,California,Pittsburg,100 block of Madoline Street,0,5,0,0,1,N/A
809048,1-Apr-17,Florida,Tampa,219 S Howard Ave,1,4,0,0,1,N/A
809499,1-Apr-17,Oklahoma,Oklahoma City,1212 N Woodward Ave,2,3,0,0,1,N/A
807618,30-Mar-17,Illinois,Chicago,2704 E 75th St,4,0,0,0,0,N/A
804115,27-Mar-17,Florida,Sanford,209 Hays Dr,2,4,0,0,1,N/A
803689,26-Mar-17,Ohio,Cleveland,E 75th St,2,2,0,0,0,N/A
803822,26-Mar-17,Texas,Houston,5619 Aldine Bender Rd,2,4,0,0,1,N/A
803054,26-Mar-17,Ohio,Cincinnati,4601 Kellogg Ave,1,15,1,0,1,N/A
802926,25-Mar-17,Tennessee,Knoxville,Minnesota Ave,1,4,0,0,0,N/A
803460,25-Mar-17,Michigan,Detroit,8443 Grand River Ave,1,3,0,0,1,N/A
802837,25-Mar-17,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,0,0,3,N/A
802425,24-Mar-17,California,Fresno,300 block of South Villa Avenue,1,4,0,0,1,N/A
802240,24-Mar-17,Missouri,Saint Louis,5100 block of Palm St,1,6,0,0,0,N/A
800363,22-Mar-17,Wisconsin,Rothschild,1133 E Grand Ave,4,0,1,0,0,N/A
797553,19-Mar-17,Kentucky,Louisville,1512 Portland Avenue,1,5,0,0,0,N/A
797125,18-Mar-17,Michigan,Detroit,16000 block of Rutherford,3,1,0,1,1,N/A
794468,15-Mar-17,Louisiana,Metairie,2508 Pasadena Ave,3,1,0,0,1,N/A
791298,10-Mar-17,Illinois,Chicago,123 E 51st St,2,2,0,0,0,N/A
791274,10-Mar-17,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,0,0,0,N/A
789798,7-Mar-17,Illinois,Chicago,W 76th St and S May St,0,4,0,0,0,N/A
789424,5-Mar-17,Georgia,Columbus,600 block of 32nd Street,0,4,0,0,0,N/A
787875,4-Mar-17,Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4,0,0,1,N/A
787801,4-Mar-17,California,Sacramento,2500 block of 33rd St,0,4,0,0,0,N/A
786876,3-Mar-17,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,0,0,0,N/A
787435,3-Mar-17,California,Riverside,8300 block of Trey Ave,0,5,0,0,0,N/A
785262,28-Feb-17,Ohio,Cincinnati,1700 of Casey Dr,0,6,0,0,0,N/A
783963,27-Feb-17,Virginia,Newport News,11810 Fountain Way,0,4,0,0,0,N/A
783623,26-Feb-17,Indiana,Gary,1700 Grant St,1,4,0,0,1,N/A
783102,25-Feb-17,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,0,0,1,N/A
783090,25-Feb-17,Florida,Jacksonville,3604 Moncrief Rd,1,4,0,0,0,N/A
780792,22-Feb-17,New York,Rochester,191 Genesee St,0,4,0,0,0,N/A
780036,21-Feb-17,Ohio,Cleveland,16700 Lorain Ave,0,4,0,0,2,N/A
779582,21-Feb-17,Mississippi,Toomsuba,Butts Road,4,0,0,0,1,N/A
778941,20-Feb-17,Ohio,Cleveland,1082 East 105th Street,0,5,0,0,0,N/A
778182,19-Feb-17,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,0,0,0,N/A
777876,18-Feb-17,Pennsylvania,Philadelphia,50 block of N Conestoga St,0,4,0,0,0,N/A
777410,18-Feb-17,Indiana,South Bend,1000 block of Yukon St,1,3,0,0,0,N/A
775903,15-Feb-17,California,Salinas,30 Soledad Street,0,4,0,0,1,N/A
775531,15-Feb-17,Illinois,Chicago,3949 South Albany Avenue,3,1,0,1,1,N/A
773002,12-Feb-17,Missouri,Caruthersville,908 Truman Blvd,1,5,0,1,1,N/A
773162,12-Feb-17,New York,Newburgh,253 South William Street,1,3,0,0,0,N/A
773908,12-Feb-17,Florida,Greenville,Church Ave and Obadiah St,0,5,0,0,0,N/A
772753,11-Feb-17,Illinois,Chicago,100 block of N Mayfield,1,3,0,0,0,N/A
772989,11-Feb-17,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,0,0,0,N/A
772067,10-Feb-17,Louisiana,New Orleans,2nd St and Dryades St,1,5,0,0,0,N/A
771826,9-Feb-17,Mississippi,Jackson,3150 Robinson Road,2,0,2,0,0,N/A
769889,8-Feb-17,Ohio,Cleveland,16379 Euclid Ave,1,4,0,0,1,N/A
769511,7-Feb-17,South Carolina,Columbia,5500 block of Fairfield Road,0,4,0,0,0,N/A
769859,7-Feb-17,Arkansas,Little Rock,25 Par Drive,1,3,0,1,2,N/A
768243,6-Feb-17,Mississippi,Yazoo City,11th Street,4,0,0,0,1,N/A
765559,31-Jan-17,Tennessee,Memphis,1576 S White Station Rd,0,4,0,0,1,N/A
765153,31-Jan-17,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4,0,0,0,N/A
764020,30-Jan-17,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,0,0,3,N/A
763313,29-Jan-17,Louisiana,Shreveport,6363 Hearne Ave,1,3,0,1,1,N/A
1025158,27-Jan-17,Washington,Bremerton,Tenino Dr W,4,0,0,0,3,N/A
761973,27-Jan-17,Tennessee,Brownsville,221 Morgan St,0,10,0,0,1,N/A
760482,26-Jan-17,Georgia,Albany,1510 Maryland Drive,2,3,0,0,1,N/A
760259,25-Jan-17,Illinois,Chicago,500 block of E 75th St,0,6,0,0,0,N/A
757158,22-Jan-17,Texas,Manvel,200 block of Oak Shore Dr,2,2,1,0,0,N/A
757032,22-Jan-17,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,0,0,0,N/A
757001,22-Jan-17,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,0,0,0,N/A
756801,21-Jan-17,Georgia,Jonesboro,6510 Tara Blvd,0,6,0,0,0,N/A
756526,21-Jan-17,Florida,Boynton Beach,500 NE 2nd St,0,5,0,0,0,N/A
756504,21-Jan-17,Tennessee,Memphis,500 block of Delta Road,2,2,0,0,0,N/A
757955,20-Jan-17,Mississippi,Como,Smart Road,1,4,0,0,0,N/A
756015,20-Jan-17,California,Fresno,4700 block of E Montecito Ave,0,4,0,0,0,N/A
752756,16-Jan-17,Texas,Houston,8535 Martin Luther King Boulevard,0,4,0,0,0,N/A
752222,16-Jan-17,Florida,Miami,6011 NW 32nd Ave,0,8,0,0,4,N/A
752249,15-Jan-17,Colorado,Capulin,County Road Y,3,1,0,0,1,N/A
751367,15-Jan-17,Mississippi,Magnolia,6000 block of Church Road,1,4,0,0,1,N/A
749361,12-Jan-17,Missouri,Kansas City,8607 E 61st Terrace,3,2,0,0,0,N/A
749769,12-Jan-17,California,Salinas,500 block of Sunrise St,2,2,0,0,0,N/A
748152,11-Jan-17,New Jersey,Newark,Hawkins Street and Christie Street,1,3,0,0,1,N/A
748348,11-Jan-17,Illinois,Chicago,4200 block of S Talman,1,3,0,0,0,N/A
745236,7-Jan-17,Michigan,Flint,2500 block of Churchill Ave,1,3,0,0,1,N/A
744799,6-Jan-17,California,Pasadena,100 block of W Claremont St,2,2,0,0,5,N/A
743995,6-Jan-17,Florida,Fort Lauderdale,100 Terminal Dr,5,6,0,0,1,N/A
742542,4-Jan-17,California,Fontana,14520 Village Dr,3,1,0,0,1,N/A
742001,3-Jan-17,Texas,Allen,500 block of Hawthorne Drive,0,4,0,0,1,N/A
743282,1-Jan-17,Mississippi,Winstonville,114 North Greyer Street,0,5,0,0,0,N/A
739451,1-Jan-17,Texas,Dallas,9220 Skillman Street,1,3,0,0,0,N/A
739766,1-Jan-17,Florida,Miami,8000 block of NW 14th Ave,0,7,0,0,0,N/A
